#separator:,
#html:true
#if matches:keep current
#notetype:Spanish Conjugation
#deck:Spanish::conjugación
#columns:question,infinitivo,polski,english,person,case,conj_espanol,conj_polski,irregular,hint
"causar, tú, presente",causar,powodować,to cause,tu,presente,causas,,False,
"causar, él, presente",causar,powodować,to cause,el,presente,causa,,False,
"causar, ns, presente",causar,powodować,to cause,ns,presente,causamos,,False,
"causar, vs, presente",causar,powodować,to cause,vs,presente,causáis,,False,
"causar, ellos, presente",causar,powodować,to cause,ellos,presente,causan,,False,
"causar, yo, pret. indefinido",causar,powodować,to cause,yo,pret_indefinido,causé,,False,
"causar, tú, pret. indefinido",causar,powodować,to cause,tu,pret_indefinido,causaste,,False,
"causar, él, pret. indefinido",causar,powodować,to cause,el,pret_indefinido,causó,,False,
"causar, ns, pret. indefinido",causar,powodować,to cause,ns,pret_indefinido,causamos,,False,
"causar, vs, pret. indefinido",causar,powodować,to cause,vs,pret_indefinido,causasteis,,False,
"causar, ellos, pret. indefinido",causar,powodować,to cause,ellos,pret_indefinido,causaron,,False,
"causar, yo, pret. perfecto",causar,powodować,to cause,yo,pret_perfecto,he causado,,False,
"causar, tú, pret. perfecto",causar,powodować,to cause,tu,pret_perfecto,has causado,,False,
"causar, él, pret. perfecto",causar,powodować,to cause,el,pret_perfecto,ha causado,,False,
"causar, ns, pret. perfecto",causar,powodować,to cause,ns,pret_perfecto,hemos causado,,False,
"causar, vs, pret. perfecto",causar,powodować,to cause,vs,pret_perfecto,habéis causado,,False,
"causar, ellos, pret. perfecto",causar,powodować,to cause,ellos,pret_perfecto,han causado,,False,
"causar, yo, presente progresivo",causar,powodować,to cause,yo,presente_progresivo,estoy causando,,False,
"causar, tú, presente progresivo",causar,powodować,to cause,tu,presente_progresivo,estás causando,,False,
"causar, él, presente progresivo",causar,powodować,to cause,el,presente_progresivo,está causando,,False,
"causar, ns, presente progresivo",causar,powodować,to cause,ns,presente_progresivo,estamos causando,,False,
"causar, vs, presente progresivo",causar,powodować,to cause,vs,presente_progresivo,estáis causando,,False,
"causar, ellos, presente progresivo",causar,powodować,to cause,ellos,presente_progresivo,están causando,,False,
"causar, yo, pretérito imperfecto",causar,powodować,to cause,yo,pret_imperfecto,causaba,,False,
"causar, tú, pretérito imperfecto",causar,powodować,to cause,tu,pret_imperfecto,causabas,,False,
"causar, él, pretérito imperfecto",causar,powodować,to cause,el,pret_imperfecto,causaba,,False,
"causar, ns, pretérito imperfecto",causar,powodować,to cause,ns,pret_imperfecto,causábamos,,False,
"causar, vs, pretérito imperfecto",causar,powodować,to cause,vs,pret_imperfecto,causabais,,False,
"causar, ellos, pretérito imperfecto",causar,powodować,to cause,ellos,pret_imperfecto,causaban,,False,
"causar, tú, imperativo",causar,powodować,to cause,tu,imperativo,causa,,False,
"causar, usted, imperativo",causar,powodować,to cause,ud,imperativo,cause,,False,
"causar, ns, imperativo",causar,powodować,to cause,ns,imperativo,causemos,,False,
"causar, vs, imperativo",causar,powodować,to cause,vs,imperativo,causad,,False,
"causar, ustedes, imperativo",causar,powodować,to cause,uds,imperativo,causen,,False,
"cenar, yo, presente",cenar,jeść kolację,to have dinner,yo,presente,ceno,,False,
"cenar, tú, presente",cenar,jeść kolację,to have dinner,tu,presente,cenas,,False,
"cenar, él, presente",cenar,jeść kolację,to have dinner,el,presente,cena,,False,
"cenar, ns, presente",cenar,jeść kolację,to have dinner,ns,presente,cenamos,,False,
"cenar, vs, presente",cenar,jeść kolację,to have dinner,vs,presente,cenáis,,False,
"cenar, ellos, presente",cenar,jeść kolację,to have dinner,ellos,presente,cenan,,False,
"cenar, yo, pret. indefinido",cenar,jeść kolację,to have dinner,yo,pret_indefinido,cené,,False,
"cenar, tú, pret. indefinido",cenar,jeść kolację,to have dinner,tu,pret_indefinido,cenaste,,False,
"cenar, él, pret. indefinido",cenar,jeść kolację,to have dinner,el,pret_indefinido,cenó,,False,
"cenar, ns, pret. indefinido",cenar,jeść kolację,to have dinner,ns,pret_indefinido,cenamos,,False,
"cenar, vs, pret. indefinido",cenar,jeść kolację,to have dinner,vs,pret_indefinido,cenasteis,,False,
"cenar, ellos, pret. indefinido",cenar,jeść kolację,to have dinner,ellos,pret_indefinido,cenaron,,False,
"cenar, yo, pret. perfecto",cenar,jeść kolację,to have dinner,yo,pret_perfecto,he cenado,,False,
"cenar, tú, pret. perfecto",cenar,jeść kolację,to have dinner,tu,pret_perfecto,has cenado,,False,
"cenar, él, pret. perfecto",cenar,jeść kolację,to have dinner,el,pret_perfecto,ha cenado,,False,
"cenar, ns, pret. perfecto",cenar,jeść kolację,to have dinner,ns,pret_perfecto,hemos cenado,,False,
"cenar, vs, pret. perfecto",cenar,jeść kolację,to have dinner,vs,pret_perfecto,habéis cenado,,False,
"cenar, ellos, pret. perfecto",cenar,jeść kolację,to have dinner,ellos,pret_perfecto,han cenado,,False,
"cenar, yo, presente progresivo",cenar,jeść kolację,to have dinner,yo,presente_progresivo,estoy cenando,,False,
"cenar, tú, presente progresivo",cenar,jeść kolację,to have dinner,tu,presente_progresivo,estás cenando,,False,
"cenar, él, presente progresivo",cenar,jeść kolację,to have dinner,el,presente_progresivo,está cenando,,False,
"cenar, ns, presente progresivo",cenar,jeść kolację,to have dinner,ns,presente_progresivo,estamos cenando,,False,
"cenar, vs, presente progresivo",cenar,jeść kolację,to have dinner,vs,presente_progresivo,estáis cenando,,False,
"cenar, ellos, presente progresivo",cenar,jeść kolację,to have dinner,ellos,presente_progresivo,están cenando,,False,
"cenar, yo, pretérito imperfecto",cenar,jeść kolację,to have dinner,yo,pret_imperfecto,cenaba,,False,
"cenar, tú, pretérito imperfecto",cenar,jeść kolację,to have dinner,tu,pret_imperfecto,cenabas,,False,
"cenar, él, pretérito imperfecto",cenar,jeść kolację,to have dinner,el,pret_imperfecto,cenaba,,False,
"cenar, ns, pretérito imperfecto",cenar,jeść kolację,to have dinner,ns,pret_imperfecto,cenábamos,,False,
"cenar, vs, pretérito imperfecto",cenar,jeść kolację,to have dinner,vs,pret_imperfecto,cenabais,,False,
"cenar, ellos, pretérito imperfecto",cenar,jeść kolację,to have dinner,ellos,pret_imperfecto,cenaban,,False,
"cenar, tú, imperativo",cenar,jeść kolację,to have dinner,tu,imperativo,cena,,False,
"cenar, usted, imperativo",cenar,jeść kolację,to have dinner,ud,imperativo,cene,,False,
"cenar, ns, imperativo",cenar,jeść kolację,to have dinner,ns,imperativo,cenemos,,False,
"cenar, vs, imperativo",cenar,jeść kolację,to have dinner,vs,imperativo,cenad,,False,
"cenar, ustedes, imperativo",cenar,jeść kolację,to have dinner,uds,imperativo,cenen,,False,
"cerrar, yo, presente",cerrar,zamykać,to close,yo,presente,c<em>i</em>erro,zamykam,True,
"cerrar, tú, presente",cerrar,zamykać,to close,tu,presente,c<em>i</em>erras,zamykasz,True,
"cerrar, él, presente",cerrar,zamykać,to close,el,presente,c<em>i</em>erra,zamyka,True,
"cerrar, ns, presente",cerrar,zamykać,to close,ns,presente,cerramos,zamykamy,False,
"cerrar, vs, presente",cerrar,zamykać,to close,vs,presente,cerráis,zamykacie,False,
"cerrar, ellos, presente",cerrar,zamykać,to close,ellos,presente,c<em>i</em>erran,zamykją,True,
"cerrar, yo, pret. indefinido",cerrar,zamykać,to close,yo,pret_indefinido,cerré,zamykałem,False,
"cerrar, tú, pret. indefinido",cerrar,zamykać,to close,tu,pret_indefinido,cerraste,zamykałeś,False,
"cerrar, él, pret. indefinido",cerrar,zamykać,to close,el,pret_indefinido,cerró,zamykał,False,
"cerrar, ns, pret. indefinido",cerrar,zamykać,to close,ns,pret_indefinido,cerramos,zamykaliśmy,False,
"cerrar, vs, pret. indefinido",cerrar,zamykać,to close,vs,pret_indefinido,cerrasteis,zamykaliście,False,
"cerrar, ellos, pret. indefinido",cerrar,zamykać,to close,ellos,pret_indefinido,cerraron,zamykali,False,
"cerrar, yo, pret. perfecto",cerrar,zamykać,to close,yo,pret_perfecto,he cerrado,,False,
"cerrar, tú, pret. perfecto",cerrar,zamykać,to close,tu,pret_perfecto,has cerrado,,False,
"cerrar, él, pret. perfecto",cerrar,zamykać,to close,el,pret_perfecto,ha cerrado,,False,
"cerrar, ns, pret. perfecto",cerrar,zamykać,to close,ns,pret_perfecto,hemos cerrado,,False,
"cerrar, vs, pret. perfecto",cerrar,zamykać,to close,vs,pret_perfecto,habéis cerrado,,False,
"cerrar, ellos, pret. perfecto",cerrar,zamykać,to close,ellos,pret_perfecto,han cerrado,,False,
"cerrar, yo, presente progresivo",cerrar,zamykać,to close,yo,presente_progresivo,estoy cerrando,,False,
"cerrar, tú, presente progresivo",cerrar,zamykać,to close,tu,presente_progresivo,estás cerrando,,False,
"cerrar, él, presente progresivo",cerrar,zamykać,to close,el,presente_progresivo,está cerrando,,False,
"cerrar, ns, presente progresivo",cerrar,zamykać,to close,ns,presente_progresivo,estamos cerrando,,False,
"cerrar, vs, presente progresivo",cerrar,zamykać,to close,vs,presente_progresivo,estáis cerrando,,False,
"cerrar, ellos, presente progresivo",cerrar,zamykać,to close,ellos,presente_progresivo,están cerrando,,False,
"cerrar, yo, pretérito imperfecto",cerrar,zamykać,to close,yo,pret_imperfecto,cerraba,,False,
"cerrar, tú, pretérito imperfecto",cerrar,zamykać,to close,tu,pret_imperfecto,cerrabas,,False,
"cerrar, él, pretérito imperfecto",cerrar,zamykać,to close,el,pret_imperfecto,cerraba,,False,
"cerrar, ns, pretérito imperfecto",cerrar,zamykać,to close,ns,pret_imperfecto,cerrábamos,,False,
"cerrar, vs, pretérito imperfecto",cerrar,zamykać,to close,vs,pret_imperfecto,cerrabais,,False,
"cerrar, ellos, pretérito imperfecto",cerrar,zamykać,to close,ellos,pret_imperfecto,cerraban,,False,
"cerrar, tú, imperativo",cerrar,zamykać,to close,tu,imperativo,c<em>i</em>erra,,True,
"cerrar, usted, imperativo",cerrar,zamykać,to close,ud,imperativo,c<em>i</em>erre,,True,
"cerrar, ns, imperativo",cerrar,zamykać,to close,ns,imperativo,cerremos,,False,
"cerrar, vs, imperativo",cerrar,zamykać,to close,vs,imperativo,cerrad,,False,
"cerrar, ustedes, imperativo",cerrar,zamykać,to close,uds,imperativo,c<em>i</em>erren,,True,
"comer, yo, presente",comer,jeść,to eat,yo,presente,como,ję,False,
"comer, tú, presente",comer,jeść,to eat,tu,presente,comes,jesz,False,
"comer, él, presente",comer,jeść,to eat,el,presente,come,je,False,
"comer, ns, presente",comer,jeść,to eat,ns,presente,comemos,jemy,False,
"comer, vs, presente",comer,jeść,to eat,vs,presente,coméis,jecie,False,
"comer, ellos, presente",comer,jeść,to eat,ellos,presente,comen,ją,False,
"comer, yo, pret. indefinido",comer,jeść,to eat,yo,pret_indefinido,comí,jadłem,False,
"comer, tú, pret. indefinido",comer,jeść,to eat,tu,pret_indefinido,comiste,jadłeś,False,
"comer, él, pret. indefinido",comer,jeść,to eat,el,pret_indefinido,comió,jadł,False,
"comer, ns, pret. indefinido",comer,jeść,to eat,ns,pret_indefinido,comimos,jedliśmy,False,
"comer, vs, pret. indefinido",comer,jeść,to eat,vs,pret_indefinido,comisteis,jedliście,False,
"comer, ellos, pret. indefinido",comer,jeść,to eat,ellos,pret_indefinido,comieron,jedli,False,
"comer, yo, pret. perfecto",comer,jeść,to eat,yo,pret_perfecto,he comido,,False,
"comer, tú, pret. perfecto",comer,jeść,to eat,tu,pret_perfecto,has comido,,False,
"comer, él, pret. perfecto",comer,jeść,to eat,el,pret_perfecto,ha comido,,False,
"comer, ns, pret. perfecto",comer,jeść,to eat,ns,pret_perfecto,hemos comido,,False,
"comer, vs, pret. perfecto",comer,jeść,to eat,vs,pret_perfecto,habéis comido,,False,
"comer, ellos, pret. perfecto",comer,jeść,to eat,ellos,pret_perfecto,han comido,,False,
"comer, yo, presente progresivo",comer,jeść,to eat,yo,presente_progresivo,estoy comiendo,,False,
"comer, tú, presente progresivo",comer,jeść,to eat,tu,presente_progresivo,estás comiendo,,False,
"comer, él, presente progresivo",comer,jeść,to eat,el,presente_progresivo,está comiendo,,False,
"comer, ns, presente progresivo",comer,jeść,to eat,ns,presente_progresivo,estamos comiendo,,False,
"comer, vs, presente progresivo",comer,jeść,to eat,vs,presente_progresivo,estáis comiendo,,False,
"comer, ellos, presente progresivo",comer,jeść,to eat,ellos,presente_progresivo,están comiendo,,False,
"comer, yo, pretérito imperfecto",comer,jeść,to eat,yo,pret_imperfecto,comía,,False,
"comer, tú, pretérito imperfecto",comer,jeść,to eat,tu,pret_imperfecto,comías,,False,
"comer, él, pretérito imperfecto",comer,jeść,to eat,el,pret_imperfecto,comía,,False,
"comer, ns, pretérito imperfecto",comer,jeść,to eat,ns,pret_imperfecto,comíamos,,False,
"comer, vs, pretérito imperfecto",comer,jeść,to eat,vs,pret_imperfecto,comíais,,False,
"comer, ellos, pretérito imperfecto",comer,jeść,to eat,ellos,pret_imperfecto,comían,,False,
"comer, tú, imperativo",comer,jeść,to eat,tu,imperativo,come,,False,
"comer, usted, imperativo",comer,jeść,to eat,ud,imperativo,coma,,False,
"comer, ns, imperativo",comer,jeść,to eat,ns,imperativo,comamos,,False,
"comer, vs, imperativo",comer,jeść,to eat,vs,imperativo,comed,,False,
"comer, ustedes, imperativo",comer,jeść,to eat,uds,imperativo,coman,,False,
"componer, yo, presente",componer,skomponować,to make up,yo,presente,compon<em>g</em>o,,True,
"componer, tú, presente",componer,skomponować,to make up,tu,presente,compones,,False,
"componer, él, presente",componer,skomponować,to make up,el,presente,compone,,False,
"componer, ns, presente",componer,skomponować,to make up,ns,presente,componemos,,False,
"componer, vs, presente",componer,skomponować,to make up,vs,presente,componéis,,False,
"componer, ellos, presente",componer,skomponować,to make up,ellos,presente,componen,,False,
"componer, yo, pret. indefinido",componer,skomponować,to make up,yo,pret_indefinido,comp<em>use</em>,,True,
"componer, tú, pret. indefinido",componer,skomponować,to make up,tu,pret_indefinido,comp<em>us</em>iste,,True,
"componer, él, pret. indefinido",componer,skomponować,to make up,el,pret_indefinido,comp<em>uso</em>,,True,
"componer, ns, pret. indefinido",componer,skomponować,to make up,ns,pret_indefinido,comp<em>us</em>imos,,True,
"componer, vs, pret. indefinido",componer,skomponować,to make up,vs,pret_indefinido,comp<em>us</em>isteis,,True,
"componer, ellos, pret. indefinido",componer,skomponować,to make up,ellos,pret_indefinido,comp<em>us</em>ieron,,True,
"componer, yo, pret. perfecto",componer,skomponować,to make up,yo,pret_perfecto,he comp<em>uest</em>o,,True,
"componer, tú, pret. perfecto",componer,skomponować,to make up,tu,pret_perfecto,has comp<em>uest</em>o,,True,
"componer, él, pret. perfecto",componer,skomponować,to make up,el,pret_perfecto,ha comp<em>uest</em>o,,True,
"componer, ns, pret. perfecto",componer,skomponować,to make up,ns,pret_perfecto,hemos comp<em>uest</em>o,,True,
"componer, vs, pret. perfecto",componer,skomponować,to make up,vs,pret_perfecto,habéis comp<em>uest</em>o,,True,
"componer, ellos, pret. perfecto",componer,skomponować,to make up,ellos,pret_perfecto,han comp<em>uest</em>o,,True,
"componer, yo, presente progresivo",componer,skomponować,to make up,yo,presente_progresivo,estoy componiendo,,False,
"componer, tú, presente progresivo",componer,skomponować,to make up,tu,presente_progresivo,estás componiendo,,False,
"componer, él, presente progresivo",componer,skomponować,to make up,el,presente_progresivo,está componiendo,,False,
"componer, ns, presente progresivo",componer,skomponować,to make up,ns,presente_progresivo,estamos componiendo,,False,
"componer, vs, presente progresivo",componer,skomponować,to make up,vs,presente_progresivo,estáis componiendo,,False,
"componer, ellos, presente progresivo",componer,skomponować,to make up,ellos,presente_progresivo,están componiendo,,False,
"componer, yo, pretérito imperfecto",componer,skomponować,to make up,yo,pret_imperfecto,componía,,False,
"componer, tú, pretérito imperfecto",componer,skomponować,to make up,tu,pret_imperfecto,componías,,False,
"componer, él, pretérito imperfecto",componer,skomponować,to make up,el,pret_imperfecto,componía,,False,
"componer, ns, pretérito imperfecto",componer,skomponować,to make up,ns,pret_imperfecto,componíamos,,False,
"componer, vs, pretérito imperfecto",componer,skomponować,to make up,vs,pret_imperfecto,componíais,,False,
"componer, ellos, pretérito imperfecto",componer,skomponować,to make up,ellos,pret_imperfecto,componían,,False,
"componer, tú, imperativo",componer,skomponować,to make up,tu,imperativo,comp<em>ón</em>,,True,
"componer, usted, imperativo",componer,skomponować,to make up,ud,imperativo,compon<em>g</em>a,,True,
"componer, ns, imperativo",componer,skomponować,to make up,ns,imperativo,compon<em>g</em>amos,,True,
"componer, vs, imperativo",componer,skomponować,to make up,vs,imperativo,componed,,False,
